"Datetime","Sku","Customer","Qty","Amt"
"12/22/2015","691001","123321","2646.6665000000003","417908.89839999867"
"12/23/2015","691001","148706","4252.4166000000005","474952.58560000017"
"12/24/2015","691001","150679","3827.1665000000003","511018.6676999987"
"12/25/2015","691001","167646","4639.8332","340708.9074999992"
"12/26/2015","618083","151133","1944","253733.24000000005"
"12/28/2015","691001","148683","902.9165","189512.83409999995"
"12/29/2015","691001","167110","1368.6666","182033.20809999973"
"12/30/2015","691001","137984","103.2501","10342.4938"
"1/4/2016","691001","161941","1631.2499","274436.9260999987"
"1/5/2016","691001","123321","2545.4998","365588.40009999805"
"1/6/2016","691001","150679","1039.4164","198387.4186000001"
"1/7/2016","691001","192181","1255.3331","141908.1113"
"1/8/2016","691001","134952","1002.6032","190848.5595999999"
"1/9/2016","111079","134952","2356","215813.69999999975"
"1/11/2016","691001","159887","1424.9617","169375.08500000002"
"1/12/2016","691001","173500","139288.3782","164738.06370000006"
"1/13/2016","691001","224202","2452.9914","361210.38419999985"
"1/14/2016","691001","137991","2312.9999","275561.9618999999"
"1/15/2016","691001","123321","1867.8333","239154.53259999974"
"1/18/2016","691001","192181","1540.3581","167002.60439999987"
"1/19/2016","691001","207427","2492.8249","273933.09259999957"
"1/20/2016","691001","159887","2920.3332","333867.61309999984"
"1/21/2016","691001","224202","1887.5498","174626.9591"
"1/22/2016","691001","134969","1352.3584","222682.67429999972"
"1/23/2016","691001","148690","2709.3333000000002","188680.70640000005"
"1/25/2016","691001","162535","3580.1664","338763.2181000002"
"1/26/2016","691001","173500","1807.4998","214630.7685999998"
"1/27/2016","691001","173456","3303.9164","352559.8722999996"
"1/28/2016","691001","173517","2065.5833000000002","250216.89839999983"
"1/29/2016","602203","134969","1950","310789.1000000001"
"1/30/2016","211208","134945","929","99582.25000000004"
"2/1/2016","691001","123321","627.6667","82285.8922"
"2/2/2016","691001","173456","1844.9414","262012.89649999913"
"2/3/2016","691001","134952","2066.4166","328198.6134999986"
"2/4/2016","691001","144562","1786.6665","160547.36049999995"
